"tipo de juego","game_id/ fecha","equipo_local","equipo_visitante","semana","temporada","estatus _del_juego","marcador_local","marcador_visitante"
"reg","2015091000","NE","PIT","1","2015","POST","28","21"
"reg","2015091300","CHI","GB","1","2015","POST","23","31"
"reg","2015091306","HOU","KC","1","2015","POST","20","27"
"reg","2015091305","NYJ","CLE","1","2015","POST","31","10"
"reg","2015091304","BUF","IND","1","2015","POST","27","14"
"reg","2015091303","WAS","MIA","1","2015","POST","10","17"
"reg","2015091302","JAC","CAR","1","2015","POST","9","20"
"reg","2015091301","STL","SEA","1","2015","POST","34","31"
"reg","2015091307","ARI","NO","1","2015","POST","31","19"
"reg","2015091308","SD","DET","1","2015","POST","33","28"
"reg","2015091311","TB","TEN","1","2015","POST","14","42"
"reg","2015091310","OAK","CIN","1","2015","POST","13","33"
"reg","2015091309","DEN","BAL","1","2015","POST","19","13"
"reg","2015091312","DAL","NYG","1","2015","POST","27","26"
"reg","2015091400","ATL","PHI","1","2015","POST","26","24"
"reg","2015091401","SF","MIN","1","2015","POST","20","3"
"reg","2015091700","KC","DEN","2","2015","POST","24","31"
"reg","2015092000","CAR","HOU","2","2015","POST","24","17"
"reg","2015092009","PIT","SF","2","2015","POST","43","18"
"reg","2015092008","NO","TB","2","2015","POST","19","26"
"reg","2015092007","MIN","DET","2","2015","POST","26","16"
"reg","2015092006","CHI","ARI","2","2015","POST","23","48"
"reg","2015092001","BUF","NE","2","2015","POST","32","40"
"reg","2015092002","CIN","SD","2","2015","POST","24","19"
"reg","2015092003","CLE","TEN","2","2015","POST","28","14"
"reg","2015092004","NYG","ATL","2","2015","POST","20","24"
"reg","2015092005","WAS","STL","2","2015","POST","24","10"
"reg","2015092011","JAC","MIA","2","2015","POST","23","20"
"reg","2015092010","OAK","BAL","2","2015","POST","37","33"
"reg","2015092012","PHI","DAL","2","2015","POST","10","20"
"reg","2015092013","GB","SEA","2","2015","POST","27","17"
"reg","2015092100","IND","NYJ","2","2015","POST","7","20"
"reg","2015092400","NYG","WAS","3","2015","POST","32","21"
"reg","2015092700","DAL","ATL","3","2015","POST","28","39"
"reg","2015092709","TEN","IND","3","2015","POST","33","35"
"reg","2015092708","CLE","OAK","3","2015","POST","20","27"
"reg","2015092707","BAL","CIN","3","2015","POST","24","28"
"reg","2015092706","NE","JAC","3","2015","POST","51","17"
"reg","2015092701","CAR","NO","3","2015","POST","27","22"
"reg","2015092702","NYJ","PHI","3","2015","POST","17","24"
"reg","2015092703","HOU","TB","3","2015","POST","19","9"
"reg","2015092704","MIN","SD","3","2015","POST","31","14"
"reg","2015092705","STL","PIT","3","2015","POST","6","12"
"reg","2015092710","ARI","SF","3","2015","POST","47","7"
"reg","2015092712","MIA","BUF","3","2015","POST","14","41"
"reg","2015092711","SEA","CHI","3","2015","POST","26","0"
"reg","2015092713","DET","DEN","3","2015","POST","12","24"
"reg","2015092800","GB","KC","3","2015","POST","38","28"
"reg","2015100100","PIT","BAL","4","2015","POST","20","23"
"reg","2015100400","MIA","NYJ","4","2015","POST","14","27"
"reg","2015100404","IND","JAC","4","2015","POST","16","13"
"reg","2015100407","BUF","NYG","4","2015","POST","10","24"
"reg","2015100406","TB","CAR","4","2015","POST","23","37"
"reg","2015100405","WAS","PHI","4","2015","POST","23","20"
"reg","2015100401","CHI","OAK","4","2015","POST","22","20"
"reg","2015100402","ATL","HOU","4","2015","POST","48","21"
"reg","2015100403","CIN","KC","4","2015","POST","36","21"
"reg","2015100408","SD","CLE","4","2015","POST","30","27"
"reg","2015100409","SF","GB","4","2015","POST","3","17"
"reg","2015100410","ARI","STL","4","2015","POST","22","24"
"reg","2015100411","DEN","MIN","4","2015","POST","23","20"
"reg","2015100412","NO","DAL","4","2015","POST","26","20"
"reg","2015100500","SEA","DET","4","2015","POST","13","10"
"reg","2015100800","HOU","IND","5","2015","POST","20","27"
"reg","2015101101","KC","CHI","5","2015","POST","17","18"
"reg","2015101102","CIN","SEA","5","2015","POST","27","24"
"reg","2015101103","ATL","WAS","5","2015","POST","25","19"
"reg","2015101104","TB","JAC","5","2015","POST","38","31"
"reg","2015101100","PHI","NO","5","2015","POST","39","17"
"reg","2015101105","BAL","CLE","5","2015","POST","30","33"
"reg","2015101107","GB","STL","5","2015","POST","24","10"
"reg","2015101106","TEN","BUF","5","2015","POST","13","14"
"reg","2015101108","DET","ARI","5","2015","POST","17","42"
"reg","2015101109","DAL","NE","5","2015","POST","6","30"
"reg","2015101110","OAK","DEN","5","2015","POST","10","16"
"reg","2015101111","NYG","SF","5","2015","POST","30","27"
"reg","2015101200","SD","PIT","5","2015","POST","20","24"
"reg","2015101500","NO","ATL","6","2015","POST","31","21"
"reg","2015101801","NYJ","WAS","6","2015","POST","34","20"
"reg","2015101802","PIT","ARI","6","2015","POST","25","13"
"reg","2015101803","MIN","KC","6","2015","POST","16","10"
"reg","2015101804","BUF","CIN","6","2015","POST","21","34"
"reg","2015101800","DET","CHI","6","2015","POST","37","34"
"reg","2015101805","CLE","DEN","6","2015","POST","23","26"
"reg","2015101807","JAC","HOU","6","2015","POST","20","31"
"reg","2015101806","TEN","MIA","6","2015","POST","10","38"
"reg","2015101808","SEA","CAR","6","2015","POST","23","27"
"reg","2015101809","GB","SD","6","2015","POST","27","20"
"reg","2015101810","SF","BAL","6","2015","POST","25","20"
"reg","2015101811","IND","NE","6","2015","POST","27","34"
"reg","2015101900","PHI","NYG","6","2015","POST","27","7"
"reg","2015102200","SF","SEA","7","2015","POST","3","20"
"reg","2015102500","JAC","BUF","7","2015","POST","34","31"
"reg","2015102505","WAS","TB","7","2015","POST","31","30"
"reg","2015102508","TEN","ATL","7","2015","POST","7","10"
"reg","2015102507","IND","NO","7","2015","POST","21","27"
"reg","2015102506","DET","MIN","7","2015","POST","19","28"
"reg","2015102504","KC","PIT","7","2015","POST","23","13"
"reg","2015102501","STL","CLE","7","2015","POST","24","6"
"reg","2015102502","MIA","HOU","7","2015","POST","44","26"
"reg","2015102503","NE","NYJ","7","2015","POST","30","23"
"reg","2015102509","SD","OAK","7","2015","POST","29","37"
"reg","2015102510","NYG","DAL","7","2015","POST","27","20"
"reg","2015102511","CAR","PHI","7","2015","POST","27","16"
"reg","2015102600","ARI","BAL","7","2015","POST","26","18"
"reg","2015102900","NE","MIA","8","2015","POST","36","7"
"reg","2015110100","KC","DET","8","2015","POST","45","10"
"reg","2015110105","ATL","TB","8","2015","POST","20","23"
"reg","2015110108","CLE","ARI","8","2015","POST","20","34"
"reg","2015110107","STL","SF","8","2015","POST","27","6"
"reg","2015110106","NO","NYG","8","2015","POST","52","49"
"reg","2015110104","CHI","MIN","8","2015","POST","20","23"
"reg","2015110101","BAL","SD","8","2015","POST","29","26"
"reg","2015110102","PIT","CIN","8","2015","POST","10","16"
"reg","2015110103","HOU","TEN","8","2015","POST","20","6"
"reg","2015110109","OAK","NYJ","8","2015","POST","34","20"
"reg","2015110110","DAL","SEA","8","2015","POST","12","13"
"reg","2015110111","DEN","GB","8","2015","POST","29","10"
"reg","2015110200","CAR","IND","8","2015","POST","29","26"
"reg","2015110500","CIN","CLE","9","2015","POST","31","10"
"reg","2015110801","CAR","GB","9","2015","POST","37","29"
"reg","2015110802","NE","WAS","9","2015","POST","27","10"
"reg","2015110803","NO","TEN","9","2015","POST","28","34"
"reg","2015110804","BUF","MIA","9","2015","POST","33","17"
"reg","2015110800","MIN","STL","9","2015","POST","21","18"
"reg","2015110805","NYJ","JAC","9","2015","POST","28","23"
"reg","2015110806","PIT","OAK","9","2015","POST","38","35"
"reg","2015110807","TB","NYG","9","2015","POST","18","32"
"reg","2015110808","SF","ATL","9","2015","POST","17","16"
"reg","2015110809","IND","DEN","9","2015","POST","27","24"
"reg","2015110810","DAL","PHI","9","2015","POST","27","33"
"reg","2015110900","SD","CHI","9","2015","POST","19","22"
"reg","2015111200","NYJ","BUF","10","2015","POST","17","22"
"reg","2015111501","GB","DET","10","2015","POST","16","18"
"reg","2015111502","TB","DAL","10","2015","POST","10","6"
"reg","2015111503","TEN","CAR","10","2015","POST","10","27"
"reg","2015111504","STL","CHI","10","2015","POST","13","37"
"reg","2015111500","WAS","NO","10","2015","POST","47","14"
"reg","2015111505","PHI","MIA","10","2015","POST","19","20"
"reg","2015111507","PIT","CLE","10","2015","POST","30","9"
"reg","2015111506","BAL","JAC","10","2015","POST","20","22"
"reg","2015111508","OAK","MIN","10","2015","POST","14","30"
"reg","2015111509","NYG","NE","10","2015","POST","26","27"
"reg","2015111510","DEN","KC","10","2015","POST","13","29"
"reg","2015111511","SEA","ARI","10","2015","POST","32","39"
"reg","2015111600","CIN","HOU","10","2015","POST","6","10"
"reg","2015111900","JAC","TEN","11","2015","POST","19","13"
"reg","2015112201","DET","OAK","11","2015","POST","18","13"
"reg","2015112202","ATL","IND","11","2015","POST","21","24"
"reg","2015112208","BAL","STL","11","2015","POST","16","13"
"reg","2015112204","PHI","TB","11","2015","POST","17","45"
"reg","2015112200","CHI","DEN","11","2015","POST","15","17"
"reg","2015112203","HOU","NYJ","11","2015","POST","24","17"
"reg","2015112206","CAR","WAS","11","2015","POST","44","16"
"reg","2015112207","MIA","DAL","11","2015","POST","14","24"
"reg","2015112211","SD","KC","11","2015","POST","3","33"
"reg","2015112205","MIN","GB","11","2015","POST","13","30"
"reg","2015112210","SEA","SF","11","2015","POST","29","13"
"reg","2015112209","ARI","CIN","11","2015","POST","34","31"
"reg","2015112300","NE","BUF","11","2015","POST","20","13"
"reg","2015112600","DET","PHI","12","2015","POST","45","14"
"reg","2015112601","DAL","CAR","12","2015","POST","14","33"
"reg","2015112602","GB","CHI","12","2015","POST","13","17"
"reg","2015112903","HOU","NO","12","2015","POST","24","6"
"reg","2015112902","CIN","STL","12","2015","POST","31","7"
"reg","2015112901","ATL","MIN","12","2015","POST","10","20"
"reg","2015112900","WAS","NYG","12","2015","POST","20","14"
"reg","2015112904","IND","TB","12","2015","POST","25","12"
"reg","2015112908","KC","BUF","12","2015","POST","30","22"
"reg","2015112907","TEN","OAK","12","2015","POST","21","24"
"reg","2015112906","JAC","SD","12","2015","POST","25","31"
"reg","2015112905","NYJ","MIA","12","2015","POST","38","20"
"reg","2015112909","SF","ARI","12","2015","POST","13","19"
"reg","2015112910","SEA","PIT","12","2015","POST","39","30"
"reg","2015112911","DEN","NE","12","2015","POST","30","24"
"reg","2015113000","CLE","BAL","12","2015","POST","27","33"
"reg","2015120300","DET","GB","13","2015","POST","23","27"
"reg","2015120600","NYG","NYJ","13","2015","POST","20","23"
"reg","2015120609","STL","ARI","13","2015","POST","3","27"
"reg","2015120608","TB","ATL","13","2015","POST","23","19"
"reg","2015120606","MIN","SEA","13","2015","POST","7","38"
"reg","2015120605","CHI","SF","13","2015","POST","20","26"
"reg","2015120604","TEN","JAC","13","2015","POST","42","39"
"reg","2015120601","BUF","HOU","13","2015","POST","30","21"
"reg","2015120602","MIA","BAL","13","2015","POST","15","13"
"reg","2015120603","CLE","CIN","13","2015","POST","3","37"
"reg","2015120610","OAK","KC","13","2015","POST","20","34"
"reg","2015120611","SD","DEN","13","2015","POST","3","17"
"reg","2015120612","NE","PHI","13","2015","POST","28","35"
"reg","2015120607","NO","CAR","13","2015","POST","38","41"
"reg","2015120613","PIT","IND","13","2015","POST","45","10"
"reg","2015120700","WAS","DAL","13","2015","POST","16","19"
"reg","2015121000","ARI","MIN","14","2015","POST","23","20"
"reg","2015121300","PHI","BUF","14","2015","POST","23","20"
"reg","2015121313","BAL","SEA","14","2015","POST","6","35"
"reg","2015121310","CLE","SF","14","2015","POST","24","10"
"reg","2015121309","STL","DET","14","2015","POST","21","14"
"reg","2015121301","NYJ","TEN","14","2015","POST","30","8"
"reg","2015121302","CIN","PIT","14","2015","POST","20","33"
"reg","2015121304","JAC","IND","14","2015","POST","51","16"
"reg","2015121305","KC","SD","14","2015","POST","10","3"
"reg","2015121306","CHI","WAS","14","2015","POST","21","24"
"reg","2015121307","CAR","ATL","14","2015","POST","38","0"
"reg","2015121308","TB","NO","14","2015","POST","17","24"
"reg","2015121311","DEN","OAK","14","2015","POST","12","15"
"reg","2015121312","GB","DAL","14","2015","POST","28","7"
"reg","2015121303","HOU","NE","14","2015","POST","6","27"
"reg","2015121400","MIA","NYG","14","2015","POST","24","31"
"reg","2015121700","STL","TB","15","2015","POST","31","23"
"reg","2015121900","DAL","NYJ","15","2015","POST","16","19"
"reg","2015122000","NYG","CAR","15","2015","POST","35","38"
"reg","2015122005","NE","TEN","15","2015","POST","33","16"
"reg","2015122007","WAS","BUF","15","2015","POST","35","25"
"reg","2015122006","BAL","KC","15","2015","POST","14","34"
"reg","2015122004","IND","HOU","15","2015","POST","10","16"
"reg","2015122003","JAC","ATL","15","2015","POST","17","23"
"reg","2015122002","MIN","CHI","15","2015","POST","38","17"
"reg","2015122009","OAK","GB","15","2015","POST","20","30"
"reg","2015122008","SEA","CLE","15","2015","POST","30","13"
"reg","2015122012","SF","CIN","15","2015","POST","14","24"
"reg","2015122011","SD","MIA","15","2015","POST","30","14"
"reg","2015122010","PIT","DEN","15","2015","POST","34","27"
"reg","2015122001","PHI","ARI","15","2015","POST","17","40"
"reg","2015122100","NO","DET","15","2015","POST","27","35"
"reg","2015122400","OAK","SD","16","2015","POST","23","20"
"reg","2015122600","PHI","WAS","16","2015","POST","24","38"
"reg","2015122705","DET","SF","16","2015","POST","32","17"
"reg","2015122712","BAL","PIT","16","2015","POST","20","17"
"reg","2015122709","BUF","DAL","16","2015","POST","16","6"
"reg","2015122708","TB","CHI","16","2015","POST","21","26"
"reg","2015122707","ATL","CAR","16","2015","POST","20","13"
"reg","2015122701","MIA","IND","16","2015","POST","12","18"
"reg","2015122702","NYJ","NE","16","2015","POST","26","20"
"reg","2015122703","TEN","HOU","16","2015","POST","6","34"
"reg","2015122704","KC","CLE","16","2015","POST","17","13"
"reg","2015122700","NO","JAC","16","2015","POST","38","27"
"reg","2015122710","ARI","GB","16","2015","POST","38","8"
"reg","2015122711","SEA","STL","16","2015","POST","17","23"
"reg","2015122706","MIN","NYG","16","2015","POST","49","17"
"reg","2015122800","DEN","CIN","16","2015","POST","20","17"
"reg","2016010300","BUF","NYJ","17","2015","POST","22","17"
"reg","2016010301","MIA","NE","17","2015","POST","20","10"
"reg","2016010311","ATL","NO","17","2015","POST","17","20"
"reg","2016010309","CHI","DET","17","2015","POST","20","24"
"reg","2016010308","NYG","PHI","17","2015","POST","30","35"
"reg","2016010307","DAL","WAS","17","2015","POST","23","34"
"reg","2016010305","IND","TEN","17","2015","POST","30","24"
"reg","2016010302","CIN","BAL","17","2015","POST","24","16"
"reg","2016010303","CLE","PIT","17","2015","POST","12","28"
"reg","2016010304","HOU","JAC","17","2015","POST","30","6"
"reg","2016010306","KC","OAK","17","2015","POST","23","17"
"reg","2016010313","DEN","SD","17","2015","POST","27","20"
"reg","2016010312","CAR","TB","17","2015","POST","38","10"
"reg","2016010314","ARI","SEA","17","2015","POST","6","36"
"reg","2016010315","SF","STL","17","2015","POST","19","16"
"reg","2016010310","GB","MIN","17","2015","POST","13","20"
"reg","2017090700","NE","KC","1","2017","POST","27","42"
"reg","2017091000","BUF","NYJ","1","2017","POST","21","12"
"reg","2017091008","WAS","PHI","1","2017","POST","17","30"
"reg","2017091007","TEN","OAK","1","2017","POST","16","26"
"reg","2017091005","HOU","JAX","1","2017","POST","7","29"
"reg","2017091004","DET","ARI","1","2017","POST","35","23"
"reg","2017091003","CLE","PIT","1","2017","POST","18","21"
"reg","2017091001","CHI","ATL","1","2017","POST","17","23"
"reg","2017091002","CIN","BAL","1","2017","POST","0","20"
"reg","2017091009","LA","IND","1","2017","POST","46","9"
"reg","2017091011","SF","CAR","1","2017","POST","3","23"
"reg","2017091010","GB","SEA","1","2017","POST","17","9"
"reg","2017091012","DAL","NYG","1","2017","POST","19","3"
"reg","2017091100","MIN","NO","1","2017","POST","29","19"
"reg","2017091101","DEN","LAC","1","2017","POST","24","21"
"reg","2017091400","CIN","HOU","2","2017","POST","9","13"
"reg","2017091700","BAL","CLE","2","2017","POST","24","10"
"reg","2017091707","TB","CHI","2","2017","POST","29","7"
"reg","2017091706","PIT","MIN","2","2017","POST","26","9"
"reg","2017091705","NO","NE","2","2017","POST","20","36"
"reg","2017091704","KC","PHI","2","2017","POST","27","20"
"reg","2017091703","JAX","TEN","2","2017","POST","16","37"
"reg","2017091702","IND","ARI","2","2017","POST","13","16"
"reg","2017091701","CAR","BUF","2","2017","POST","9","3"
"reg","2017091709","OAK","NYJ","2","2017","POST","45","20"
"reg","2017091708","LAC","MIA","2","2017","POST","17","19"
"reg","2017091712","SEA","SF","2","2017","POST","12","9"
"reg","2017091711","LA","WAS","2","2017","POST","20","27"
"reg","2017091710","DEN","DAL","2","2017","POST","42","17"
"reg","2017091713","ATL","GB","2","2017","POST","34","23"
"reg","2017091800","NYG","DET","2","2017","POST","10","24"
"reg","2017092100","SF","LA","3","2017","POST","39","41"
"reg","2017092400","JAX","BAL","3","2017","POST","44","7"
"reg","2017092405","IND","CLE","3","2017","POST","31","28"
"reg","2017092409","PHI","NYG","3","2017","POST","27","24"
"reg","2017092408","NYJ","MIA","3","2017","POST","20","6"
"reg","2017092401","BUF","DEN","3","2017","POST","26","16"
"reg","2017092402","CAR","NO","3","2017","POST","13","34"
"reg","2017092403","CHI","PIT","3","2017","POST","23","17"
"reg","2017092404","DET","ATL","3","2017","POST","26","30"
"reg","2017092406","MIN","TB","3","2017","POST","34","17"
"reg","2017092407","NE","HOU","3","2017","POST","36","33"
"reg","2017092410","TEN","SEA","3","2017","POST","33","27"
"reg","2017092411","GB","CIN","3","2017","POST","27","24"
"reg","2017092412","LAC","KC","3","2017","POST","10","24"
"reg","2017092413","WAS","OAK","3","2017","POST","27","10"
"reg","2017092500","ARI","DAL","3","2017","POST","17","28"
"reg","2017092800","GB","CHI","4","2017","POST","35","14"
"reg","2017100100","MIA","NO","4","2017","POST","0","20"
"reg","2017100105","HOU","TEN","4","2017","POST","57","14"
"reg","2017100108","NYJ","JAX","4","2017","POST","23","20"
"reg","2017100107","NE","CAR","4","2017","POST","30","33"
"reg","2017100106","MIN","DET","4","2017","POST","7","14"
"reg","2017100101","ATL","BUF","4","2017","POST","17","23"
"reg","2017100102","BAL","PIT","4","2017","POST","9","26"
"reg","2017100103","CLE","CIN","4","2017","POST","7","31"
"reg","2017100104","DAL","LA","4","2017","POST","30","35"
"reg","2017100110","LAC","PHI","4","2017","POST","24","26"
"reg","2017100111","TB","NYG","4","2017","POST","25","23"
"reg","2017100109","ARI","SF","4","2017","POST","18","15"
"reg","2017100112","DEN","OAK","4","2017","POST","16","10"
"reg","2017100113","SEA","IND","4","2017","POST","46","18"
"reg","2017100200","KC","WAS","4","2017","POST","29","20"
"reg","2017100500","TB","NE","5","2017","POST","14","19"
"reg","2017100801","CLE","NYJ","5","2017","POST","14","17"
"reg","2017100802","DET","CAR","5","2017","POST","24","27"
"reg","2017100803","IND","SF","5","2017","POST","26","23"
"reg","2017100804","MIA","TEN","5","2017","POST","16","10"
"reg","2017100800","CIN","BUF","5","2017","POST","20","16"
"reg","2017100805","NYG","LAC","5","2017","POST","22","27"
"reg","2017100807","PIT","JAX","5","2017","POST","9","30"
"reg","2017100806","PHI","ARI","5","2017","POST","34","7"
"reg","2017100808","LA","SEA","5","2017","POST","10","16"
"reg","2017100809","OAK","BAL","5","2017","POST","17","30"
"reg","2017100810","DAL","GB","5","2017","POST","31","35"
"reg","2017100811","HOU","KC","5","2017","POST","34","42"
"reg","2017100900","CHI","MIN","5","2017","POST","17","20"
"reg","2017101200","CAR","PHI","6","2017","POST","23","28"
"reg","2017101501","BAL","CHI","6","2017","POST","24","27"
"reg","2017101502","HOU","CLE","6","2017","POST","33","17"
"reg","2017101503","MIN","GB","6","2017","POST","23","10"
"reg","2017101504","NO","DET","6","2017","POST","52","38"
"reg","2017101500","ATL","MIA","6","2017","POST","17","20"
"reg","2017101505","NYJ","NE","6","2017","POST","17","24"
"reg","2017101506","WAS","SF","6","2017","POST","26","24"
"reg","2017101507","ARI","TB","6","2017","POST","38","33"
"reg","2017101508","JAX","LA","6","2017","POST","17","27"
"reg","2017101509","KC","PIT","6","2017","POST","13","19"
"reg","2017101510","OAK","LAC","6","2017","POST","16","17"
"reg","2017101511","DEN","NYG","6","2017","POST","10","23"
"reg","2017101600","TEN","IND","6","2017","POST","36","22"
"reg","2017101900","OAK","KC","7","2017","POST","31","30"
"reg","2017102200","BUF","TB","7","2017","POST","30","27"
"reg","2017102207","MIN","BAL","7","2017","POST","24","16"
"reg","2017102206","MIA","NYJ","7","2017","POST","31","28"
"reg","2017102205","LA","ARI","7","2017","POST","33","0"
"reg","2017102204","IND","JAX","7","2017","POST","0","27"
"reg","2017102203","GB","NO","7","2017","POST","17","26"
"reg","2017102201","CHI","CAR","7","2017","POST","17","3"
"reg","2017102202","CLE","TEN","7","2017","POST","9","12"
"reg","2017102209","SF","DAL","7","2017","POST","10","40"
"reg","2017102210","LAC","DEN","7","2017","POST","21","0"
"reg","2017102208","PIT","CIN","7","2017","POST","29","14"
"reg","2017102211","NYG","SEA","7","2017","POST","7","24"
"reg","2017102212","NE","ATL","7","2017","POST","23","7"
"reg","2017102300","PHI","WAS","7","2017","POST","34","24"
"reg","2017102600","BAL","MIA","8","2017","POST","40","0"
"reg","2017102900","CLE","MIN","8","2017","POST","16","33"
"reg","2017102905","NYJ","ATL","8","2017","POST","20","25"
"reg","2017102907","TB","CAR","8","2017","POST","3","17"
"reg","2017102906","PHI","SF","8","2017","POST","33","10"
"reg","2017102904","NO","CHI","8","2017","POST","20","12"
"reg","2017102903","NE","LAC","8","2017","POST","21","13"
"reg","2017102901","BUF","OAK","8","2017","POST","34","14"
"reg","2017102902","CIN","IND","8","2017","POST","24","23"
"reg","2017102908","SEA","HOU","8","2017","POST","41","38"
"reg","2017102909","WAS","DAL","8","2017","POST","19","33"
"reg","2017102910","DET","PIT","8","2017","POST","15","20"
"reg","2017103000","KC","DEN","8","2017","POST","29","19"
"reg","2017110200","NYJ","BUF","9","2017","POST","34","21"
"reg","2017110501","HOU","IND","9","2017","POST","14","20"
"reg","2017110502","JAX","CIN","9","2017","POST","23","7"
"reg","2017110503","NO","TB","9","2017","POST","30","10"
"reg","2017110504","NYG","LA","9","2017","POST","17","51"
"reg","2017110500","CAR","ATL","9","2017","POST","20","17"
"reg","2017110505","PHI","DEN","9","2017","POST","51","23"
"reg","2017110506","TEN","BAL","9","2017","POST","23","20"
"reg","2017110507","SF","ARI","9","2017","POST","10","20"
"reg","2017110508","SEA","WAS","9","2017","POST","14","17"
"reg","2017110509","DAL","KC","9","2017","POST","28","17"
"reg","2017110510","MIA","OAK","9","2017","POST","24","27"
"reg","2017110600","GB","DET","9","2017","POST","17","30"
"reg","2017110900","ARI","SEA","10","2017","POST","16","22"
"reg","2017111201","CHI","GB","10","2017","POST","16","23"
"reg","2017111202","DET","CLE","10","2017","POST","38","24"
"reg","2017111203","IND","PIT","10","2017","POST","17","20"
"reg","2017111204","JAX","LAC","10","2017","POST","20","17"
"reg","2017111200","BUF","NO","10","2017","POST","10","47"
"reg","2017111205","TB","NYJ","10","2017","POST","15","10"
"reg","2017111207","WAS","MIN","10","2017","POST","30","38"
"reg","2017111206","TEN","CIN","10","2017","POST","24","20"
"reg","2017111208","LA","HOU","10","2017","POST","33","7"
"reg","2017111209","ATL","DAL","10","2017","POST","27","7"
"reg","2017111210","SF","NYG","10","2017","POST","31","21"
"reg","2017111211","DEN","NE","10","2017","POST","16","41"
"reg","2017111300","CAR","MIA","10","2017","POST","45","21"
"reg","2017111600","PIT","TEN","11","2017","POST","40","17"
"reg","2017111900","CHI","DET","11","2017","POST","24","27"
"reg","2017111901","CLE","JAX","11","2017","POST","7","19"
"reg","2017111902","GB","BAL","11","2017","POST","0","23"
"reg","2017111903","HOU","ARI","11","2017","POST","31","21"
"reg","2017111911","MIA","TB","11","2017","POST","20","30"
"reg","2017111904","MIN","LA","11","2017","POST","24","7"
"reg","2017111906","NYG","KC","11","2017","POST","12","9"
"reg","2017111905","NO","WAS","11","2017","POST","34","31"
"reg","2017111907","LAC","BUF","11","2017","POST","54","24"
"reg","2017111908","DEN","CIN","11","2017","POST","17","20"
"reg","2017111909","OAK","NE","11","2017","POST","8","33"
"reg","2017111910","DAL","PHI","11","2017","POST","9","37"
"reg","2017112000","SEA","ATL","11","2017","POST","31","34"
"reg","2017112300","DET","MIN","12","2017","POST","23","30"
"reg","2017112301","DAL","LAC","12","2017","POST","6","28"
"reg","2017112302","WAS","NYG","12","2017","POST","20","10"
"reg","2017112603","KC","BUF","12","2017","POST","10","16"
"reg","2017112602","IND","TEN","12","2017","POST","16","20"
"reg","2017112601","CIN","CLE","12","2017","POST","30","16"
"reg","2017112600","ATL","TB","12","2017","POST","34","20"
"reg","2017112604","NE","MIA","12","2017","POST","35","17"
"reg","2017112606","PHI","CHI","12","2017","POST","31","3"
"reg","2017112605","NYJ","CAR","12","2017","POST","27","35"
"reg","2017112608","SF","SEA","12","2017","POST","13","24"
"reg","2017112607","LA","NO","12","2017","POST","26","20"
"reg","2017112609","ARI","JAX","12","2017","POST","27","24"
"reg","2017112610","OAK","DEN","12","2017","POST","21","14"
"reg","2017112611","PIT","GB","12","2017","POST","31","28"
"reg","2017112700","BAL","HOU","12","2017","POST","23","16"
"reg","2017113000","DAL","WAS","13","2017","POST","38","14"
"reg","2017120300","ATL","MIN","13","2017","POST","9","14"
"reg","2017120309","TEN","HOU","13","2017","POST","24","13"
"reg","2017120308","NYJ","KC","13","2017","POST","38","31"
"reg","2017120306","MIA","DEN","13","2017","POST","35","9"
"reg","2017120305","JAX","IND","13","2017","POST","30","10"
"reg","2017120304","GB","TB","13","2017","POST","26","20"
"reg","2017120301","BAL","DET","13","2017","POST","44","20"
"reg","2017120302","BUF","NE","13","2017","POST","3","23"
"reg","2017120303","CHI","SF","13","2017","POST","14","15"
"reg","2017120310","LAC","CLE","13","2017","POST","19","10"
"reg","2017120312","OAK","NYG","13","2017","POST","24","17"
"reg","2017120307","NO","CAR","13","2017","POST","31","21"
"reg","2017120311","ARI","LA","13","2017","POST","16","32"
"reg","2017120313","SEA","PHI","13","2017","POST","24","10"
"reg","2017120400","CIN","PIT","13","2017","POST","20","23"
"reg","2017120700","ATL","NO","14","2017","POST","20","17"
"reg","2017121000","BUF","IND","14","2017","POST","13","7"
"reg","2017121012","NYG","DAL","14","2017","POST","10","30"
"reg","2017121007","TB","DET","14","2017","POST","21","24"
"reg","2017121006","KC","OAK","14","2017","POST","26","15"
"reg","2017121004","HOU","SF","14","2017","POST","16","26"
"reg","2017121003","CLE","GB","14","2017","POST","21","27"
"reg","2017121002","CIN","CHI","14","2017","POST","7","33"
"reg","2017121001","CAR","MIN","14","2017","POST","31","24"
"reg","2017121010","LAC","WAS","14","2017","POST","30","13"
"reg","2017121009","DEN","NYJ","14","2017","POST","23","0"
"reg","2017121008","ARI","TEN","14","2017","POST","12","7"
"reg","2017121011","LA","PHI","14","2017","POST","35","43"
"reg","2017121005","JAX","SEA","14","2017","POST","30","24"
"reg","2017121013","PIT","BAL","14","2017","POST","39","38"
"reg","2017121100","MIA","NE","14","2017","POST","27","20"
"reg","2017121400","IND","DEN","15","2017","POST","13","25"
"reg","2017121600","DET","CHI","15","2017","POST","20","10"
"reg","2017121601","KC","LAC","15","2017","POST","30","13"
"reg","2017121703","JAX","HOU","15","2017","POST","45","7"
"reg","2017121702","CLE","BAL","15","2017","POST","10","27"
"reg","2017121701","CAR","GB","15","2017","POST","31","24"
"reg","2017121700","BUF","MIA","15","2017","POST","24","16"
"reg","2017121704","MIN","CIN","15","2017","POST","34","7"
"reg","2017121707","WAS","ARI","15","2017","POST","20","15"
